GFund,FFund,CFund,SFund,IFund,Date
15.0875,17.9892,29.9274,38.6736,24.8338,2016-08-23
15.0881,17.987,29.7723,38.3518,24.7991,2016-08-24
15.0887,17.9705,29.7322,38.4319,24.7003,2016-08-25
15.0893,17.9228,29.6859,38.3379,24.5085,2016-08-26
15.0912,17.9873,29.845,38.5647,24.5047,2016-08-29
15.0918,17.9795,29.7916,38.5745,24.5153,2016-08-30
15.0924,17.9811,29.7263,38.4527,24.4665,2016-08-31
15.093,17.9783,29.7252,38.494,24.5971,2016-09-01
15.0936,17.9557,29.8518,38.85,24.8224,2016-09-02
15.0963,18.0083,29.9415,38.9038,25.1074,2016-09-06
15.097,18.0125,29.9445,39.107,25.183,2016-09-07
15.0977,17.9397,29.8789,38.991,25.1595,2016-09-08
15.0983,17.8853,29.1464,37.8641,24.5743,2016-09-09
15.1003,17.8871,29.5764,38.3509,24.751,2016-09-12
15.101,17.8345,29.1469,37.6642,24.3554,2016-09-13
15.1017,17.871,29.131,37.6298,24.2894,2016-09-14
15.1023,17.8661,29.4306,38.0534,24.3389,2016-09-15
15.103,17.8653,29.3201,37.9424,24.1721,2016-09-16
15.105,17.8718,29.3199,38.1609,24.2856,2016-09-19
15.1057,17.8925,29.3288,38.0439,24.416,2016-09-20
15.1063,17.9015,29.6496,38.53,24.6755,2016-09-21
15.107,17.9444,29.8426,39.0025,25.096,2016-09-22
15.1076,17.9617,29.6716,38.7766,24.9332,2016-09-23
15.1096,17.9819,29.4191,38.488,24.7137,2016-09-26
15.1103,18.0101,29.6102,38.5993,24.6917,2016-09-27
15.111,18.0037,29.7735,38.9125,24.9259,2016-09-28
15.1116,18.0164,29.4972,38.4551,24.6906,2016-09-29
15.1123,17.9737,29.7319,38.7974,24.7693,2016-09-30
15.1143,17.9652,29.6387,38.6419,24.7891,2016-10-03
15.115,17.9151,29.4949,38.4446,24.8174,2016-10-04
15.1156,17.894,29.6336,38.6514,24.7656,2016-10-05
15.1163,17.8792,29.6489,38.5399,24.675,2016-10-06
15.1169,17.8816,29.5532,38.2957,24.58,2016-10-07
15.1196,17.866,29.3205,37.9911,24.4247,2016-10-11
15.1203,17.8579,29.3561,38.0058,24.2027,2016-10-12
15.1209,17.8966,29.2663,37.7867,24.0872,2016-10-13
15.1216,17.8553,29.2722,37.6992,24.2372,2016-10-14
15.1236,17.8838,29.1843,37.623,24.1233,2016-10-17
15.1243,17.9027,29.3638,37.8611,24.3688,2016-10-18
15.1249,17.907,29.4325,38.0234,24.4648,2016-10-19
15.1256,17.9119,29.3942,37.9137,24.4621,2016-10-20
15.1262,17.9151,29.3917,37.8916,24.3559,2016-10-21
15.1283,17.899,29.5314,38.1086,24.3639,2016-10-24
15.1289,17.9017,29.4204,37.7916,24.3341,2016-10-25
15.1296,17.8721,29.3695,37.5468,24.3561,2016-10-26
15.1302,17.8278,29.2825,37.1726,24.2836,2016-10-27
15.1309,17.8267,29.1936,37.1471,24.2626,2016-10-28
15.1329,17.8404,29.19,37.3009,24.2656,2016-10-31
15.1336,17.8507,28.9922,36.9483,24.2612,2016-11-01
15.1344,17.8589,28.8069,36.4955,24.1251,2016-11-02
15.1352,17.8483,28.69,36.3272,24.0842,2016-11-03
15.1359,17.8696,28.6429,36.4512,23.8941,2016-11-04
15.1383,17.8451,29.2801,37.2496,24.0138,2016-11-07
15.1391,17.8189,29.4049,37.3727,24.0925,2016-11-08
15.1399,17.6451,29.7327,38.1786,24.1855,2016-11-09
15.1406,17.6059,29.7938,38.4108,23.9993,2016-11-10
15.1438,17.5049,29.7529,39.411,23.7408,2016-11-14
15.1446,17.507,29.9829,39.6144,23.9176,2016-11-15
15.1454,17.5289,29.9434,39.5958,23.6984,2016-11-16
15.1462,17.4842,30.0855,39.8602,23.8203,2016-11-17
15.147,17.4268,30.0187,39.9141,23.5512,2016-11-18
15.1493,17.4237,30.2426,40.1711,23.712,2016-11-21
15.1501,17.4359,30.31,40.4305,23.7239,2016-11-22
15.1509,17.402,30.3356,40.6168,23.7532,2016-11-23
15.1525,17.3923,30.4551,40.7822,23.8537,2016-11-25
15.1548,17.444,30.2992,40.3541,23.7624,2016-11-28
15.1556,17.4698,30.347,40.3684,23.8124,2016-11-29
15.1564,17.4207,30.2732,40.2666,23.7835,2016-11-30
15.1572,17.3559,30.1681,39.9937,23.8026,2016-12-01
15.1582,17.4048,30.18,40.0063,23.7978,2016-12-02
15.1612,17.4097,30.3585,40.5549,24.0159,2016-12-05
15.1621,17.4013,30.4629,40.9518,24.1273,2016-12-06
15.1631,17.4497,30.8695,41.3463,24.549,2016-12-07
15.1641,17.4193,30.9401,41.7932,24.4521,2016-12-08
15.1651,17.3571,31.124,41.7797,24.4917,2016-12-09
15.1681,17.3592,31.0901,41.43,24.5479,2016-12-12
15.1691,17.3639,31.2993,41.5146,24.7923,2016-12-13
15.17,17.3235,31.0476,41.0287,24.4253,2016-12-14
15.171,17.2702,31.1693,41.2416,24.296,2016-12-15
15.172,17.2525,31.1158,41.208,24.3569,2016-12-16
15.175,17.3088,31.1779,41.3866,24.4446,2016-12-19
15.176,17.2945,31.2957,41.6601,24.3912,2016-12-20
15.177,17.324,31.2199,41.4709,24.4436,2016-12-21
15.1779,17.3226,31.1659,41.1717,24.4479,2016-12-22
15.1789,17.3328,31.2078,41.373,24.4511,2016-12-23
15.1829,17.3166,31.2778,41.5296,24.4181,2016-12-27
15.1839,17.3707,31.0224,41.0922,24.3857,2016-12-28
15.1849,17.4053,31.0148,41.146,24.4747,2016-12-29
15.1869,17.4483,30.8727,40.996,24.6018,2016-12-30
15.1899,17.4442,31.1352,41.2911,24.4989,2017-01-03
15.1908,17.4449,31.3204,41.9734,24.8195,2017-01-04
15.1918,17.5288,31.2969,41.6788,25.1525,2017-01-05
15.1928,17.481,31.4165,41.667,25.0373,2017-01-06
15.1958,17.5179,31.3057,41.4416,24.9606,2017-01-09
15.1968,17.5165,31.3058,41.7302,25.0514,2017-01-10
15.1978,17.5294,31.3973,41.8195,25.1397,2017-01-11
15.1987,17.5366,31.3304,41.5986,25.1603,2017-01-12
15.1997,17.5169,31.389,41.8685,25.2413,2017-01-13
15.2037,17.5709,31.2954,41.4521,25.1602,2017-01-17
15.2047,17.5137,31.3558,41.6549,25.2009,2017-01-18
15.2057,17.4533,31.2436,41.3818,25.0159,2017-01-19
15.2067,17.4577,31.3493,41.5233,25.1235,2017-01-20
15.2096,17.5237,31.2661,41.434,25.1846,2017-01-23
15.2106,17.4619,31.4713,42.0024,25.2087,2017-01-24
15.2116,17.4162,31.724,42.3646,25.4479,2017-01-25
15.2126,17.4376,31.7016,42.2327,25.416,2017-01-26
15.2136,17.469,31.6755,42.09,25.4482,2017-01-27
15.2166,17.4651,31.4866,41.6429,25.2845,2017-01-30
15.2175,17.489,31.4589,41.8808,25.3137,2017-01-31
15.2185,17.4682,31.4753,41.8246,25.3471,2017-02-01
15.2195,17.4778,31.4951,41.8115,25.3793,2017-02-02
15.2205,17.46,31.7265,42.3278,25.4583,2017-02-03
15.2235,17.5329,31.6597,42.1175,25.2938,2017-02-06
15.2245,17.5534,31.6686,41.9903,25.2479,2017-02-07
15.2255,17.5952,31.7006,42.0056,25.3972,2017-02-08
15.2265,17.5481,31.8889,42.4695,25.3497,2017-02-09
15.2274,17.5387,32.0045,42.7057,25.4529,2017-02-10
15.2304,17.5249,32.1808,42.8315,25.5674,2017-02-13
15.2314,17.4953,32.3193,42.9662,25.5517,2017-02-14
15.2324,17.4627,32.4856,43.1659,25.5675,2017-02-15
15.2334,17.5125,32.4604,43.0594,25.7365,2017-02-16
15.2344,17.5362,32.5153,43.1201,25.6715,2017-02-17
15.2384,17.5344,32.7117,43.4356,25.6606,2017-02-21
15.2394,17.5464,32.6799,43.2654,25.7181,2017-02-22
15.2404,17.5816,32.6974,43.025,25.8345,2017-02-23
15.2414,17.6459,32.7539,43.0714,25.6378,2017-02-24
15.2443,17.6028,32.792,43.3981,25.6259,2017-02-27
15.2453,17.6125,32.7087,42.9054,25.6781,2017-02-28
15.2463,17.5185,33.1616,43.5534,25.784,2017-03-01
15.2473,17.4911,32.9703,43.0718,25.7765,2017-03-02
15.2483,17.4969,32.9875,43.1027,25.7591,2017-03-03
15.2513,17.5012,32.8805,42.832,25.7624,2017-03-06
15.2523,17.4805,32.7867,42.5768,25.6942,2017-03-07
15.2533,17.4358,32.7217,42.3596,25.6001,2017-03-08
15.2543,17.3853,32.7483,42.2095,25.6321,2017-03-09
15.2553,17.4011,32.8556,42.3776,25.8687,2017-03-10
15.2583,17.3775,32.8788,42.5154,25.9907,2017-03-13
15.2593,17.3865,32.7692,42.3182,25.8849,2017-03-14
15.2602,17.4808,33.0444,42.885,26.1872,2017-03-15
15.2612,17.4708,32.9922,42.9392,26.3704,2017-03-16
15.2622,17.491,32.9489,43.0302,26.4075,2017-03-17
15.2652,17.5211,32.8836,42.8203,26.4134,2017-03-20
15.2662,17.5596,32.4787,41.8559,26.2516,2017-03-21
15.2672,17.5956,32.5407,41.8781,26.2056,2017-03-22
15.2682,17.5788,32.5066,42.0157,26.3273,2017-03-23
15.2692,17.5973,32.48,42.0464,26.3989,2017-03-24
15.2722,17.6211,32.4465,42.0909,26.4025,2017-03-27
15.2732,17.5852,32.6816,42.4109,26.6125,2017-03-28
15.2742,17.6206,32.724,42.5739,26.5218,2017-03-29
15.2752,17.5887,32.8212,42.7997,26.5367,2017-03-30
15.2761,17.6102,32.7472,42.8703,26.4109,2017-03-31
15.2792,17.6577,32.6951,42.5126,26.311,2017-04-03
15.2801,17.6574,32.7186,42.4956,26.318,2017-04-04
15.2811,17.6553,32.6217,42.1089,26.3069,2017-04-05
15.2821,17.6683,32.6945,42.4619,26.2424,2017-04-06
15.2831,17.64,32.6677,42.4456,26.2396,2017-04-07
15.2861,17.655,32.6919,42.5605,26.2554,2017-04-10
15.2871,17.7193,32.6498,42.7674,26.357,2017-04-11
15.2881,17.721,32.5273,42.3257,26.3334,2017-04-12
15.2891,17.777,32.3062,41.9509,26.2532,2017-04-13
15.2931,17.7638,32.5844,42.4029,26.3666,2017-04-17
15.2941,17.8288,32.4907,42.402,26.1804,2017-04-18
15.2951,17.8096,32.4394,42.5173,26.1882,2017-04-19
15.2961,17.7717,32.6855,42.9386,26.3219,2017-04-20
15.2971,17.7793,32.5866,42.8179,26.2815,2017-04-21
15.3001,17.7518,32.9402,43.3001,26.9514,2017-04-24
15.3011,17.7023,33.141,43.6394,27.1091,2017-04-25
15.3021,17.7197,33.125,43.7667,27.1546,2017-04-26
15.3031,17.7377,33.147,43.7732,27.125,2017-04-27
15.3061,17.753,33.0838,43.3637,27.1018,2017-04-28
15.3071,17.7181,33.1414,43.5541,27.1766,2017-05-01
15.308,17.7511,33.1804,43.4014,27.3049,2017-05-02
15.309,17.7463,33.1449,43.1276,27.2688,2017-05-03
15.3099,17.7076,33.1662,43.023,27.4186,2017-05-04
15.3108,17.7156,33.3025,43.3795,27.7982,2017-05-05
15.3137,17.7005,33.3067,43.174,27.6403,2017-05-08
15.3146,17.6785,33.2741,43.1666,27.5516,2017-05-09
15.3156,17.679,33.3243,43.3729,27.5881,2017-05-10
15.3165,17.6876,33.2629,43.1278,27.5463,2017-05-11
15.3174,17.7525,33.2146,42.9513,27.6944,2017-05-12
15.3203,17.7544,33.3771,43.2694,27.8087,2017-05-15
15.3212,17.768,33.3608,43.2437,28.0493,2017-05-16
15.3222,17.8668,32.7645,42.2779,27.7852,2017-05-17
15.3231,17.8445,32.8855,42.4349,27.766,2017-05-18
15.3241,17.8378,33.109,42.7394,27.9748,2017-05-19
15.3269,17.837,33.2804,43.028,28.1437,2017-05-22
15.3279,17.8088,33.3424,43.0973,28.1328,2017-05-23
15.3288,17.8271,33.4263,43.2078,28.065,2017-05-24
15.3297,17.8413,33.5795,43.2685,28.1386,2017-05-25
15.3307,17.8435,33.5942,43.2489,28.0385,2017-05-26
15.3345,17.8783,33.5588,43.0009,28.0176,2017-05-30
15.3354,17.8967,33.5487,43.0305,28.1212,2017-05-31
15.3364,17.8818,33.8068,43.7418,28.1962,2017-06-01
15.3373,17.9321,33.9325,43.9355,28.5205,2017-06-02
15.3402,17.916,33.8924,43.7166,28.4505,2017-06-05
15.3411,17.9483,33.7986,43.5889,28.3488,2017-06-06
15.342,17.9233,33.8583,43.6091,28.3402,2017-06-07
15.343,17.909,33.8683,43.9592,28.2103,2017-06-08
15.3439,17.9049,33.8403,43.9944,28.1883,2017-06-09
15.3468,17.8934,33.8096,43.9619,28.0935,2017-06-12
15.3477,17.8994,33.9708,44.2752,28.2322,2017-06-13
15.3487,17.9674,33.9394,44.0952,28.3852,2017-06-14
15.3496,17.9449,33.8699,43.8921,27.9573,2017-06-15
15.3506,17.954,33.8795,43.8317,28.1918,2017-06-16
15.3534,17.935,34.1622,44.1764,28.3261,2017-06-19
15.3544,17.9726,33.9347,43.7503,28.1181,2017-06-20
15.3553,17.9723,33.9175,43.6324,28.0433,2017-06-21
15.3563,17.9755,33.9022,43.7492,28.0947,2017-06-22
15.3572,17.9862,33.955,44.0473,28.1425,2017-06-23
15.3601,18.0007,33.9661,44.1523,28.2213,2017-06-26
15.361,17.9532,33.6924,43.7248,28.2004,2017-06-27
15.362,17.9424,33.9954,44.3099,28.3326,2017-06-28
15.3629,17.9081,33.7044,43.9829,28.2574,2017-06-29
15.3639,17.8813,33.7574,44.0346,28.0699,2017-06-30
15.3667,17.8473,33.8383,44.2862,28.1369,2017-07-03
15.3686,17.8624,33.894,44.1288,28.0778,2017-07-05
15.3696,17.8338,33.5889,43.5441,28.064,2017-07-06
15.3705,17.8156,33.8041,43.9672,27.9393,2017-07-07
15.3734,17.8418,33.8356,43.8352,28.034,2017-07-10
15.3743,17.8504,33.8098,43.9539,28.0027,2017-07-11
15.3753,17.8921,34.0594,44.2986,28.3375,2017-07-12
15.3762,17.8761,34.1242,44.3604,28.3972,2017-07-13
15.3772,17.8972,34.2841,44.5054,28.6025,2017-07-14
15.38,17.9137,34.2836,44.5609,28.6257,2017-07-17
15.381,17.9551,34.3046,44.4804,28.6377,2017-07-18
15.3819,17.9576,34.492,44.8897,28.7127,2017-07-19
15.3829,17.9645,34.489,44.8795,28.8879,2017-07-20
15.3838,17.9962,34.4762,44.7601,28.7375,2017-07-21
15.3867,17.9786,34.4405,44.8554,28.6243,2017-07-24
15.3876,17.912,34.5408,45.1402,28.7109,2017-07-25
15.3886,17.9546,34.5506,44.941,28.9203,2017-07-26
15.3895,17.9345,34.5206,44.6969,28.8719,2017-07-27
15.3905,17.959,34.4758,44.6047,28.8016,2017-07-28
15.3933,17.9584,34.4508,44.5242,28.8791,2017-07-31
15.3943,18.001,34.535,44.6178,29.1211,2017-08-01
15.3952,17.9954,34.5586,44.2848,29.114,2017-08-02
15.3962,18.0256,34.4901,44.1624,29.1658,2017-08-03
15.3971,17.9891,34.5552,44.3499,29.0524,2017-08-04
15.4,17.9989,34.6133,44.3847,29.1434,2017-08-07
15.4009,17.9742,34.534,44.2411,29.0615,2017-08-08
15.4019,18.008,34.5256,43.9537,28.908,2017-08-09
15.4028,18.0204,34.0381,43.2192,28.6043,2017-08-10
15.4038,18.0338,34.0837,43.3365,28.6214,2017-08-11
15.4066,18.0225,34.4277,43.8753,28.7388,2017-08-14
15.4076,17.9868,34.4186,43.6387,28.6578,2017-08-15
15.4085,18.0245,34.4772,43.744,28.7765,2017-08-16
15.4095,18.0474,33.9465,43.0111,28.5811,2017-08-17
15.4104,18.048,33.8853,42.9619,28.6429,2017-08-18
15.4133,18.0618,33.9255,42.9622,28.6598,2017-08-21
15.4142,18.0374,34.264,43.4044,28.7056,2017-08-22
15.4152,18.0746,34.1484,43.3572,28.7223,2017-08-23
15.4161,18.0573,34.0786,43.4287,28.6945,2017-08-24
15.4171,18.0771,34.1392,43.541,28.8189,2017-08-25
15.42,18.0886,34.1572,43.5765,28.8662,2017-08-28
15.4209,18.1023,34.1909,43.5748,28.7883,2017-08-29
15.4219,18.0978,34.3572,43.8878,28.6886,2017-08-30
15.4228,18.1218,34.5553,44.3403,28.8694,2017-08-31
15.4237,18.0898,34.6281,44.5652,28.9834,2017-09-01
15.4274,18.1704,34.3669,44.0996,28.9076,2017-09-05
15.4282,18.1356,34.4745,44.1591,28.9302,2017-09-06
15.4291,18.1783,34.4763,44.0255,29.153,2017-09-07
15.43,18.1714,34.4263,44.0654,29.2231,2017-09-08
15.4327,18.1192,34.7997,44.559,29.4021,2017-09-11
15.4336,18.0897,34.9188,44.8229,29.4743,2017-09-12
15.4345,18.0749,34.9456,44.8407,29.3994,2017-09-13
15.4354,18.0802,34.9185,44.8077,29.3087,2017-09-14
15.4362,18.0803,34.9873,44.9789,29.3879,2017-09-15
15.4389,18.0625,35.0394,45.2313,29.4248,2017-09-18
15.4398,18.061,35.0785,45.2028,29.5994,2017-09-19
15.4407,18.0356,35.1006,45.3662,29.6496,2017-09-20
15.4416,18.0385,34.9949,45.2755,29.4688,2017-09-21
15.4425,18.0532,35.018,45.4259,29.5932,2017-09-22
15.4452,18.0942,34.9404,45.4025,29.4869,2017-09-25
15.4461,18.0898,34.9455,45.4719,29.273,2017-09-26
15.447,18.0233,35.088,46.0052,29.2906,2017-09-27
15.4478,18.0365,35.1376,46.1071,29.4395,2017-09-28
15.4496,18.0354,35.2685,46.2275,29.5957,2017-09-29
15.4514,18.0353,35.4051,46.658,29.56,2017-10-02
15.4524,18.0452,35.4832,46.7725,29.6579,2017-10-03
15.4534,18.0442,35.5299,46.7546,29.6481,2017-10-04
15.4543,18.0264,35.7366,46.914,29.5978,2017-10-05
15.4553,18.0083,35.7093,46.8613,29.58,2017-10-06
15.4591,18.0373,35.7288,46.7748,29.8487,2017-10-10
15.4601,18.0388,35.7938,46.7921,29.8837,2017-10-11
15.461,18.0564,35.7367,46.76,29.9359,2017-10-12
15.462,18.0961,35.7688,46.7262,30.0628,2017-10-13
15.4648,18.0733,35.8322,46.7419,30.0728,2017-10-16
15.4658,18.0827,35.856,46.6423,29.946,2017-10-17
15.4668,18.0452,35.8841,46.7598,30.0155,2017-10-18
15.4677,18.062,35.8988,46.7239,30.0936,2017-10-19
15.4687,18.0153,36.0848,46.9713,29.9691,2017-10-20
15.4715,18.0323,35.9423,46.6556,29.9553,2017-10-23
15.4725,18.0084,36.0015,46.7515,29.927,2017-10-24
15.4734,17.9764,35.834,46.4786,29.8732,2017-10-25
15.4744,17.9686,35.8795,46.6428,29.8892,2017-10-26
15.4754,17.9972,36.1686,46.9381,29.8696,2017-10-27
15.4782,18.0537,36.0557,46.5668,30.0094,2017-10-30
15.4792,18.0487,36.0912,46.8782,30.0511,2017-10-31
15.4801,18.0483,36.1483,46.7103,30.1559,2017-11-01
15.4811,18.073,36.1591,46.751,30.224,2017-11-02
15.4821,18.077,36.2743,46.8185,30.1451,2017-11-03
15.4852,18.0999,36.3238,46.9565,30.1221,2017-11-06
15.4862,18.1068,36.317,46.558,30.1386,2017-11-07
15.4872,18.0887,36.3701,46.635,30.2122,2017-11-08
15.4882,18.0697,36.2425,46.4065,30.0696,2017-11-09
15.4892,18.0049,36.2226,46.455,30.0236,2017-11-10
15.4922,18.0076,36.259,46.4796,29.8223,2017-11-13
15.4932,18.0252,36.1811,46.36,29.8152,2017-11-14
15.4942,18.0598,35.9895,46.1516,29.6547,2017-11-15
15.4952,18.0425,36.2957,46.7103,29.8401,2017-11-16
15.4962,18.0499,36.2014,46.9125,29.8486,2017-11-17
15.4993,18.04,36.2491,47.1481,29.879,2017-11-20
15.5003,18.0555,36.4867,47.5589,30.0002,2017-11-21
15.5013,18.0978,36.4626,47.5404,30.1435,2017-11-22
15.5033,18.0844,36.5394,47.626,30.4089,2017-11-24
15.5063,18.0952,36.5297,47.4382,30.3031,2017-11-27
15.5073,18.0914,36.8907,47.9951,30.2872,2017-11-28
15.5083,18.0577,36.8818,48.0576,30.3231,2017-11-29
15.5093,18.0291,37.1975,48.2398,30.369,2017-11-30
15.5103,18.0812,37.1238,48.1151,30.1213,2017-12-01
15.5134,18.0703,37.0851,47.9553,30.2285,2017-12-04
15.5144,18.0938,36.9482,47.5889,30.1634,2017-12-05
15.5154,18.1173,36.945,47.3794,29.9801,2017-12-06
15.5164,18.0799,37.0601,47.7578,30.0362,2017-12-07
15.5174,18.0783,37.2675,47.9175,30.1497,2017-12-08
15.5204,18.0767,37.3873,47.9302,30.2946,2017-12-11
15.5214,18.0682,37.4464,47.8254,30.318,2017-12-12
15.5224,18.1246,37.4304,47.9083,30.3682,2017-12-13
15.5234,18.1345,37.2839,47.5187,30.3193,2017-12-14
15.5244,18.1315,37.6209,48.0689,30.1911,2017-12-15
15.5274,18.1026,37.8238,48.5784,30.6411,2017-12-18
15.5284,18.0384,37.7018,48.2994,30.5123,2017-12-19
15.5294,18.005,37.6756,48.3758,30.5064,2017-12-20
15.5304,18.0265,37.7505,48.5719,30.5815,2017-12-21
15.5314,18.0227,37.7333,48.551,30.5668,2017-12-22
15.5355,18.0469,37.6958,48.5889,30.5963,2017-12-26
15.5365,18.1023,37.7277,48.6052,30.7056,2017-12-27
15.5375,18.0906,37.8032,48.7916,30.7423,2017-12-28
15.5405,18.115,37.6103,48.4661,30.8556,2017-12-29
15.5426,18.0638,37.9236,48.8657,30.9194,2018-01-02
15.5436,18.0849,38.1665,49.0288,30.9713,2018-01-03
15.5446,18.0775,38.3284,49.1088,31.4317,2018-01-04
15.5456,18.0599,38.5979,49.2932,31.6088,2018-01-05
15.5486,18.0595,38.6626,49.4383,31.581,2018-01-08
15.5497,18.0057,38.7248,49.407,31.6698,2018-01-09
15.5507,18.0066,38.6822,49.3346,31.7739,2018-01-10
15.5517,18.031,38.9572,50.0579,31.7895,2018-01-11
15.5527,18.0266,39.2202,50.2031,32.1638,2018-01-12
15.5568,18.0372,39.0831,49.714,32.2746,2018-01-16
15.5578,18.0058,39.4504,50.1303,32.2571,2018-01-17
15.5588,17.9755,39.3897,49.9185,32.2214,2018-01-18
15.5598,17.9483,39.5637,50.48,32.382,2018-01-19
15.5628,17.9292,39.8837,50.8231,32.5047,2018-01-22
15.5639,17.9644,39.9718,51.0106,32.7399,2018-01-23
15.5649,17.9378,39.9498,50.7837,32.8505,2018-01-24
15.5659,17.9824,39.9737,50.7901,32.6543,2018-01-25
15.5669,17.9455,40.4477,51.0561,32.8666,2018-01-26
15.5699,17.9222,40.1776,50.6988,32.6683,2018-01-29
15.571,17.8961,39.7426,50.2056,32.468,2018-01-30
15.572,17.9085,39.7632,50.0869,32.398,2018-01-31
15.5729,17.8607,39.7446,50.1792,32.4247,2018-02-01
15.5741,17.7872,38.9033,49.2152,31.9671,2018-02-02
15.5776,17.8397,37.3042,47.5047,30.7325,2018-02-05
15.5787,17.8507,37.9636,47.9716,30.8824,2018-02-06
15.5799,17.7877,37.7731,47.9809,30.7414,2018-02-07
15.581,17.7643,36.3632,46.4321,29.9977,2018-02-08
15.5822,17.7704,36.9164,46.8699,29.9864,2018-02-09
15.5857,17.7503,37.4321,47.3819,30.4662,2018-02-12
15.5868,17.7517,37.5318,47.5537,30.3231,2018-02-13
15.588,17.6819,38.0453,48.4178,30.9338,2018-02-14
15.5891,17.7114,38.514,48.9203,31.1743,2018-02-15
15.5903,17.732,38.5318,49.017,31.2701,2018-02-16
15.595,17.7176,38.3087,48.6769,31.1181,2018-02-20
15.5962,17.673,38.0987,48.6027,30.8525,2018-02-21
15.5973,17.6909,38.1403,48.5101,31.0191,2018-02-22
15.5984,17.7302,38.7531,49.12,31.1334,2018-02-23
15.602,17.7441,39.2138,49.4067,31.4988,2018-02-26
15.6031,17.7023,38.7208,48.7328,31.2192,2018-02-27
15.6043,17.7361,38.2946,48.1869,30.7555,2018-02-28
15.6054,17.7852,37.7902,47.9684,30.5064,2018-03-01
15.6067,17.7334,37.985,48.605,30.2468,2018-03-02
15.6104,17.7158,38.4041,49.1028,30.5371,2018-03-05
15.6116,17.7255,38.5072,49.5444,30.6408,2018-03-06
15.6128,17.7153,38.4912,49.81,30.6075,2018-03-07
15.6141,17.7338,38.6737,49.8084,30.7519,2018-03-08
15.6153,17.7136,39.3463,50.5254,30.9925,2018-03-09
15.619,17.7356,39.2967,50.6501,31.057,2018-03-12
15.6202,17.7499,39.049,50.3599,31.0138,2018-03-13
15.6214,17.7782,38.8358,50.1436,30.8974,2018-03-14
15.6227,17.769,38.8083,49.9307,30.9375,2018-03-15
15.6239,17.7534,38.8751,50.2015,30.8815,2018-03-16
15.6276,17.7582,38.3238,49.6873,30.6876,2018-03-19
15.6288,17.7222,38.3808,49.7443,30.6284,2018-03-20
15.63,17.6994,38.3141,49.9557,30.6041,2018-03-21
15.6313,17.7586,37.3505,48.8135,30.1653,2018-03-22
15.6325,17.7582,36.569,47.8589,29.8172,2018-03-23
15.6362,17.7524,37.561,48.9068,30.3064,2018-03-26
15.6374,17.8039,36.9123,47.9942,30.1152,2018-03-27
15.6387,17.8135,36.8107,47.9322,30.3424,2018-03-28
15.6424,17.8516,37.3192,48.5193,30.5214,2018-03-29
15.6449,17.8615,36.4846,47.3793,30.1386,2018-04-02
15.646,17.8206,36.9471,47.9386,30.2094,2018-04-03
15.6472,17.8193,37.3776,48.4759,30.364,2018-04-04
15.6484,17.7927,37.6391,48.8388,30.553,2018-04-05
15.6495,17.8433,36.8149,47.9143,30.5627,2018-04-06
15.6531,17.8435,36.949,47.9042,30.7291,2018-04-09
15.6543,17.8362,37.5676,48.7709,31.0307,2018-04-10
15.6555,17.8481,37.3616,48.7766,30.9893,2018-04-11
15.6566,17.811,37.6746,49.0637,30.9364,2018-04-12
15.6578,17.8133,37.5665,48.8373,31.0168,2018-04-13
15.6614,17.8188,37.8723,49.2748,31.0542,2018-04-16
15.6625,17.8363,38.2758,49.8085,31.1634,2018-04-17
15.6637,17.7866,38.3076,49.9708,31.3825,2018-04-18
15.6649,17.739,38.0929,49.6932,31.3788,2018-04-19
15.6661,17.7034,37.7696,49.4048,31.1788,2018-04-20
15.6696,17.6863,37.7717,49.3498,31.0943,2018-04-23
15.6708,17.6732,37.2672,48.9538,31.1449,2018-04-24
15.672,17.6364,37.336,48.8583,30.9015,2018-04-25
15.6731,17.6676,37.726,49.1379,31.003,2018-04-26
15.6743,17.7045,37.7695,49.0424,31.1124,2018-04-27
15.6779,17.7217,37.4614,48.6545,31.1348,2018-04-30
15.6791,17.6814,37.5569,48.8219,30.9218,2018-05-01
15.6803,17.6892,37.2857,48.8042,30.9751,2018-05-02
15.6815,17.704,37.2065,48.6542,30.8985,2018-05-03
15.6827,17.7074,37.6897,49.2815,30.977,2018-05-04
15.6865,17.7094,37.8206,49.6966,31.0866,2018-05-07
15.6877,17.6903,37.8111,49.8717,31.037,2018-05-08
15.6889,17.6642,38.1815,50.2063,31.1213,2018-05-09
15.6901,17.6967,38.5477,50.4602,31.2238,2018-05-10
15.6914,17.7071,38.6274,50.5021,31.482,2018-05-11
15.6951,17.6967,38.6632,50.3697,31.596,2018-05-14
15.6963,17.6124,38.4002,50.2731,31.3282,2018-05-15
15.6975,17.6017,38.5669,50.6393,31.2256,2018-05-16
15.6988,17.5877,38.5448,50.8205,31.3693,2018-05-17
15.7,17.6258,38.4466,50.8392,31.3382,2018-05-18
15.7037,17.6304,38.7317,51.1959,31.3716,2018-05-21
15.7049,17.6317,38.6111,50.8467,31.462,2018-05-22
15.7062,17.6884,38.7371,50.9277,31.0873,2018-05-23
15.7074,17.7165,38.6602,50.9437,30.9956,2018-05-24
15.7086,17.7578,38.5733,50.8938,30.867,2018-05-25
15.7136,17.9055,38.1292,50.7229,30.2199,2018-05-29
15.7148,17.8356,38.6202,51.4114,30.6027,2018-05-30
15.7161,17.8509,38.3628,51.0146,30.4708,2018-05-31
