GFund,FFund,CFund,SFund,IFund,Date
14.5771,16.6405,26.8318,35.6438,24.8786,2014-11-13
14.578,16.6587,26.8418,35.6505,24.886,2014-11-14
14.5806,16.6488,26.863,35.4897,24.7773,2014-11-17
14.5814,16.6536,27.0063,35.7028,25.0668,2014-11-18
14.5823,16.6319,26.9676,35.4849,24.9943,2014-11-19
14.5831,16.6494,27.0219,35.7519,24.9195,2014-11-20
14.584,16.6739,27.1672,35.8793,25.1421,2014-11-21
14.5865,16.6877,27.2454,36.1799,25.1677,2014-11-24
14.5874,16.726,27.2175,36.1809,25.2938,2014-11-25
14.5882,16.7403,27.3001,36.2647,25.384,2014-11-26
14.5899,16.7673,27.2321,35.9401,25.2606,2014-11-28
14.5908,16.7591,27.0472,35.3948,25.1881,2014-12-01
14.5933,16.6995,27.2216,35.6347,25.1883,2014-12-02
14.5941,16.6992,27.3312,35.93,25.1486,2014-12-03
14.5949,16.7225,27.3001,35.8367,25.1328,2014-12-04
14.5957,16.6819,27.3459,35.9886,25.1594,2014-12-05
14.5981,16.7189,27.1514,35.6032,25.0589,2014-12-08
14.5989,16.7364,27.1451,35.8956,24.8739,2014-12-09
14.5997,16.767,26.7035,35.178,24.6789,2014-12-10
14.6005,16.7556,26.8315,35.3405,24.543,2014-12-11
14.6013,16.8034,26.3973,34.8823,24.1017,2014-12-12
14.6037,16.7803,26.2313,34.5706,23.7476,2014-12-15
14.6045,16.7989,26.0086,34.4244,23.8897,2014-12-16
14.6053,16.759,26.5396,35.3337,23.912,2014-12-17
14.6061,16.7382,27.1816,35.9458,24.5082,2014-12-18
14.6069,16.7603,27.3058,36.1134,24.4808,2014-12-19
14.6093,16.7755,27.4135,36.2566,24.587,2014-12-22
14.6101,16.7109,27.4631,36.3221,24.5162,2014-12-23
14.6109,16.7158,27.4604,36.4168,24.5994,2014-12-24
14.6125,16.7285,27.5512,36.6123,24.5964,2014-12-26
14.6149,16.7635,27.5798,36.7379,24.6472,2014-12-29
14.6157,16.778,27.4484,36.5719,24.4325,2014-12-30
14.6165,16.8017,27.1655,36.2964,24.2183,2014-12-31
14.6181,16.8315,27.1599,36.2327,24.2173,2015-01-02
14.6207,16.886,26.6655,35.6585,23.5838,2015-01-05
14.6215,16.9396,26.4285,35.2122,23.4383,2015-01-06
14.6224,16.9457,26.7443,35.6351,23.4841,2015-01-07
14.6232,16.9082,27.2233,36.2177,23.826,2015-01-08
14.6241,16.9424,26.9944,35.9343,23.7625,2015-01-09
14.6267,16.9844,26.7763,35.7452,23.8282,2015-01-12
14.6275,16.997,26.7101,35.7574,23.8649,2015-01-13
14.6284,17.0285,26.556,35.606,23.7388,2015-01-14
14.6292,17.0704,26.3111,35.1039,23.9768,2015-01-15
14.6301,17.0265,26.6644,35.6341,24.1593,2015-01-16
14.6335,17.0393,26.7066,35.5331,24.2908,2015-01-20
14.6344,17.0108,26.8365,35.633,24.4446,2015-01-21
14.6352,16.9957,27.2464,36.2781,24.4679,2015-01-22
14.6361,17.0529,27.0968,36.217,24.4429,2015-01-23
14.6386,17.0437,27.167,36.6099,24.6364,2015-01-26
14.6395,17.0499,26.8042,36.3917,24.8437,2015-01-27
14.6403,17.1214,26.4441,35.8522,24.5123,2015-01-28
14.6412,17.0998,26.6987,36.1736,24.6362,2015-01-29
14.6429,17.1589,26.352,35.6254,24.5077,2015-01-30
14.6446,17.1642,26.6945,35.9384,24.6227,2015-02-02
14.6452,17.0902,27.0804,36.558,25.0511,2015-02-03
14.6459,17.0826,26.9754,36.4274,25.0066,2015-02-04
14.6465,17.074,27.2589,36.9042,25.1895,2015-02-05
14.6471,16.9864,27.1735,36.8033,24.913,2015-02-06
14.6491,16.9843,27.0591,36.581,24.8245,2015-02-09
14.6497,16.9543,27.3493,36.8521,24.8692,2015-02-10
14.6504,16.9565,27.3581,36.8576,24.7245,2015-02-11
14.651,16.9681,27.6285,37.2625,25.0703,2015-02-12
14.6516,16.9458,27.7434,37.5082,25.3,2015-02-13
14.6543,16.861,27.792,37.5496,25.3334,2015-02-17
14.6549,16.9227,27.7847,37.6842,25.5164,2015-02-18
14.6555,16.8973,27.7598,37.6895,25.6503,2015-02-19
14.6562,16.8848,27.9333,37.9031,25.8447,2015-02-20
14.6581,16.9409,27.925,37.8747,25.7955,2015-02-23
14.6588,16.9997,28.0032,37.8851,25.8868,2015-02-24
14.6594,17.0117,27.9862,37.9693,25.9384,2015-02-25
14.66,16.9769,27.9497,37.9526,25.8957,2015-02-26
14.6613,17.0036,27.8673,37.7817,25.9717,2015-02-27
14.6626,16.9381,28.0395,38.0537,25.8795,2015-03-02
14.6634,16.9127,27.9128,37.92,25.7628,2015-03-03
14.6641,16.9177,27.7961,37.7641,25.6542,2015-03-04
14.6649,16.9313,27.8307,37.8693,25.7263,2015-03-05
14.6656,16.832,27.4398,37.3845,25.4923,2015-03-06
14.6679,16.8657,27.5505,37.5072,25.3542,2015-03-09
14.6686,16.9089,27.0852,37.0395,24.9268,2015-03-10
14.6694,16.9221,27.0376,37.2464,24.9351,2015-03-11
14.6701,16.9336,27.3851,37.7424,25.1357,2015-03-12
14.6709,16.9212,27.2191,37.5766,25.0525,2015-03-13
14.6732,16.9284,27.5879,37.8947,25.2853,2015-03-16
14.6739,16.9508,27.4971,37.9878,25.2683,2015-03-17
14.6747,17.0399,27.8322,38.3558,25.9207,2015-03-18
14.6754,17.0211,27.6969,38.3592,25.5533,2015-03-19
14.6762,17.0579,27.9465,38.6747,26.0621,2015-03-20
14.6784,17.0706,27.8977,38.5807,26.251,2015-03-23
14.6792,17.1041,27.7293,38.4695,26.2562,2015-03-24
14.6799,17.0733,27.3262,37.7298,26.1116,2015-03-25
14.6807,17.0089,27.262,37.6764,25.8985,2015-03-26
14.6814,17.0634,27.3317,37.9277,25.8811,2015-03-27
14.6837,17.0574,27.6684,38.4062,25.8994,2015-03-30
14.6845,17.0842,27.4284,38.2516,25.5993,2015-03-31
14.6852,17.1365,27.3231,38.1553,25.635,2015-04-01
14.6859,17.1082,27.4203,38.315,25.8973,2015-04-02
14.689,17.1177,27.6017,38.5446,26.1799,2015-04-06
14.6897,17.132,27.5455,38.3447,26.2497,2015-04-07
14.6905,17.137,27.63,38.5857,26.2292,2015-04-08
14.6912,17.0896,27.7533,38.5605,26.2582,2015-04-09
14.692,17.0924,27.8976,38.6997,26.3388,2015-04-10
14.6943,17.1159,27.7724,38.6273,26.2433,2015-04-13
14.695,17.1375,27.818,38.6268,26.4521,2015-04-14
14.6958,17.14,27.9611,38.8629,26.5396,2015-04-15
14.6965,17.1523,27.9403,38.8282,26.4991,2015-04-16
14.6973,17.1688,27.6242,38.3095,26.2768,2015-04-17
14.6995,17.1349,27.8797,38.612,26.3185,2015-04-20
14.7003,17.1287,27.8393,38.634,26.5055,2015-04-21
14.701,17.0879,27.9818,38.7193,26.4988,2015-04-22
14.7018,17.1083,28.0506,38.906,26.5926,2015-04-23
14.7025,17.1309,28.114,38.7991,26.8168,2015-04-24
14.7048,17.129,27.9978,38.4427,27.0451,2015-04-27
14.7056,17.086,28.0782,38.5018,27.0104,2015-04-28
14.7063,17.0397,27.9746,38.2543,26.8547,2015-04-29
14.7071,17.0363,27.6928,37.6782,26.6525,2015-04-30
14.7078,16.9726,27.9953,37.9493,26.5799,2015-05-01
14.7103,16.957,28.0778,38.0745,26.6003,2015-05-04
14.7111,16.9272,27.7482,37.5437,26.4185,2015-05-05
14.7119,16.8826,27.6348,37.5807,26.5756,2015-05-06
14.7127,16.9248,27.7462,37.7665,26.3428,2015-05-07
14.7135,16.9603,28.1198,38.0729,26.8024,2015-05-08
14.7159,16.8668,27.9824,38.0454,26.7948,2015-05-11
14.7167,16.8756,27.9018,37.9787,26.7564,2015-05-12
14.7175,16.862,27.8995,37.9693,26.9853,2015-05-13
14.7183,16.8925,28.2034,38.3259,27.0934,2015-05-14
14.7191,16.9661,28.2285,38.3718,27.195,2015-05-15
14.7215,16.9043,28.3162,38.6952,27.1695,2015-05-18
14.7223,16.874,28.3038,38.6238,27.0257,2015-05-19
14.7231,16.8788,28.2805,38.6579,27.0612,2015-05-20
14.7239,16.9235,28.3506,38.6979,27.2081,2015-05-21
14.7247,16.8854,28.2878,38.6324,27.0344,2015-05-22
14.728,16.9545,27.9976,38.2642,26.6358,2015-05-26
14.7288,16.958,28.2587,38.6194,26.767,2015-05-27
14.7296,16.9638,28.2281,38.5669,26.7418,2015-05-28
14.732,16.9915,28.0503,38.3701,26.5402,2015-05-29
14.7328,16.9108,28.111,38.4437,26.4314,2015-06-01
14.7337,16.8563,28.0841,38.4882,26.6068,2015-06-02
14.7345,16.7856,28.1494,38.731,26.7984,2015-06-03
14.7353,16.8359,27.9073,38.3708,26.6115,2015-06-04
14.7361,16.7622,27.8681,38.5809,26.0851,2015-06-05
14.7385,16.7854,27.6923,38.3037,26.0606,2015-06-08
14.7393,16.7501,27.705,38.2227,25.988,2015-06-09
14.7402,16.7001,28.0405,38.6612,26.4691,2015-06-10
14.741,16.7764,28.0973,38.7938,26.5164,2015-06-11
14.7418,16.7696,27.9025,38.6413,26.4484,2015-06-12
14.7442,16.7824,27.7741,38.4659,26.1322,2015-06-15
14.745,16.809,27.9329,38.6812,26.1623,2015-06-16
14.7458,16.8205,27.9885,38.7019,26.2135,2015-06-17
14.7467,16.794,28.2696,39.1077,26.3229,2015-06-18
14.7475,16.8556,28.1194,39.056,26.3452,2015-06-19
14.7499,16.785,28.291,39.2517,26.9055,2015-06-22
14.7507,16.7507,28.3116,39.3314,26.8639,2015-06-23
14.7515,16.7838,28.1043,38.937,26.7781,2015-06-24
14.7523,16.7681,28.022,38.8572,26.7338,2015-06-25
14.7531,16.7036,28.0162,38.8058,26.5839,2015-06-26
14.7556,16.8028,27.4343,37.9026,25.9757,2015-06-29
14.7564,16.8104,27.509,38.0981,25.797,2015-06-30
14.7572,16.744,27.7067,38.2224,25.9875,2015-07-01
14.7581,16.774,27.698,38.1032,25.9962,2015-07-02
14.7609,16.862,27.5924,38.0195,25.4847,2015-07-06
14.7627,16.896,27.7605,38.1387,25.3566,2015-07-07
14.7637,16.9201,27.3064,37.4955,24.9233,2015-07-08
14.7646,16.8443,27.3681,37.6149,25.436,2015-07-09
14.7655,16.758,27.706,38.0786,25.9373,2015-07-10
14.7683,16.7563,28.0154,38.4561,26.088,2015-07-13
14.7692,16.7815,28.1405,38.6826,26.2991,2015-07-14
14.7701,16.8206,28.1205,38.4601,26.3079,2015-07-15
14.771,16.8193,28.3463,38.6714,26.5246,2015-07-16
14.7719,16.8294,28.3778,38.5043,26.4624,2015-07-17
14.7747,16.8078,28.4005,38.4009,26.5164,2015-07-20
14.7756,16.8339,28.2807,38.188,26.5307,2015-07-21
14.7765,16.8487,28.2162,38.2259,26.2217,2015-07-22
14.7774,16.8796,28.0581,37.9583,26.2899,2015-07-23
14.7784,16.8788,27.7581,37.5357,26.0648,2015-07-24
14.7811,16.9201,27.5979,37.1661,25.8682,2015-07-27
14.782,16.8936,27.9399,37.5655,25.8931,2015-07-28
14.783,16.8762,28.1478,37.8311,26.081,2015-07-29
14.7839,16.8867,28.151,37.9359,26.042,2015-07-30
14.7848,16.9344,28.0874,38.0506,26.3334,2015-07-31
14.7875,16.9756,28.0099,37.8841,26.3004,2015-08-03
14.7884,16.9248,27.9474,37.8489,26.2905,2015-08-04
14.7892,16.8821,28.0453,37.9792,26.3166,2015-08-05
14.79,16.9078,27.8359,37.541,26.2803,2015-08-06
14.7909,16.9467,27.7569,37.3864,26.1897,2015-08-07
14.7934,16.9028,28.1131,37.8835,26.4029,2015-08-10
14.7943,16.9791,27.8497,37.5514,26.1466,2015-08-11
14.7951,16.9762,27.8829,37.5101,25.8293,2015-08-12
14.7959,16.9306,27.8513,37.4572,25.8993,2015-08-13
14.7968,16.9237,27.9605,37.6608,25.8332,2015-08-14
14.7993,16.9604,28.1113,38.024,25.8338,2015-08-17
14.8002,16.9268,28.0428,37.8092,25.759,2015-08-18
14.801,16.9795,27.8126,37.4395,25.425,2015-08-19
14.8018,17.006,27.2253,36.491,25.0431,2015-08-20
14.8027,17.0259,26.3641,35.7779,24.464,2015-08-21
14.8052,17.0513,25.3224,34.3573,23.5474,2015-08-24
14.8061,16.9476,24.9844,34.1023,23.9315,2015-08-25
14.8069,16.9208,25.9608,34.9714,24.1455,2015-08-26
14.8077,16.94,26.5951,35.8008,24.5467,2015-08-27
14.8086,16.9258,26.6144,36.0589,24.5502,2015-08-28
14.8111,16.9164,26.3935,35.8453,24.3943,2015-08-31
14.812,16.9322,25.6151,34.8964,23.5732,2015-09-01
14.8129,16.9138,26.0874,35.4409,23.883,2015-09-02
14.8137,16.9422,26.1187,35.5198,23.9387,2015-09-03
14.8146,16.9747,25.7214,35.1654,23.4766,2015-09-04
14.8181,16.93,26.369,35.9595,24.0362,2015-09-08
14.8189,16.9563,26.0057,35.5562,24.0584,2015-09-09
14.8198,16.9261,26.1447,35.6582,24.0377,2015-09-10
14.8207,16.9562,26.2703,35.8224,24.0883,2015-09-11
14.8233,16.9575,26.1648,35.6826,23.8641,2015-09-14
14.8241,16.8736,26.5013,36.0688,24.0713,2015-09-15
14.825,16.8645,26.7333,36.3894,24.2971,2015-09-16
14.8259,16.9476,26.6684,36.4766,24.4815,2015-09-17
14.8267,17.0154,26.2383,35.9448,23.8258,2015-09-18
14.8294,16.9462,26.359,35.9229,23.8849,2015-09-21
14.8302,17.0115,26.0342,35.3742,23.3176,2015-09-22
14.8311,16.9985,25.9822,35.2543,23.2588,2015-09-23
14.832,17.0106,25.8944,35.082,23.0537,2015-09-24
14.8328,16.9751,25.8827,34.7928,23.3555,2015-09-25
14.8354,17.0202,25.2262,33.715,22.8734,2015-09-28
14.8363,17.0379,25.259,33.5696,22.6799,2015-09-29
14.8372,17.0438,25.7422,34.1255,23.1697,2015-09-30
14.838,17.0467,25.7953,34.0993,23.3202,2015-10-01
14.8388,17.0924,26.1669,34.6504,23.6367,2015-10-02
14.8413,17.0531,26.6467,35.3565,24.1475,2015-10-05
14.8421,17.079,26.5513,35.132,24.2294,2015-10-06
14.8429,17.0725,26.7751,35.6035,24.3671,2015-10-07
14.8437,17.0363,27.0115,35.9016,24.6406,2015-10-08
14.8445,17.0511,27.032,35.9772,24.7723,2015-10-09
14.8478,17.0798,26.8848,35.5154,24.5385,2015-10-13
14.8486,17.1419,26.7596,35.2651,24.4026,2015-10-14
14.8494,17.1092,27.1588,35.8931,24.8446,2015-10-15
14.8502,17.1119,27.2828,35.8938,24.8453,2015-10-16
14.8526,17.1117,27.2907,35.9351,24.7226,2015-10-19
14.8534,17.079,27.2527,35.8882,24.6757,2015-10-20
14.8542,17.1164,27.0975,35.4009,24.7822,2015-10-21
14.855,17.1338,27.5491,35.6756,24.8025,2015-10-22
14.8558,17.0974,27.853,35.9641,25.053,2015-10-23
14.8583,17.123,27.7999,35.8659,25.0794,2015-10-26
14.8591,17.1457,27.7293,35.562,24.8689,2015-10-27
14.8599,17.0924,28.0604,36.3551,25.0459,2015-10-28
14.8607,17.0266,28.0509,36.0861,24.8048,2015-10-29
14.8623,17.0468,27.9162,36.0387,24.8073,2015-10-30
14.864,17.0283,28.2476,36.6665,25.0058,2015-11-02
14.8648,17.0029,28.3255,36.7581,24.9851,2015-11-03
14.8657,16.9901,28.2352,36.7229,24.8324,2015-11-04
14.8666,16.982,28.2091,36.6897,24.7988,2015-11-05
14.8674,16.9101,28.2025,36.7837,24.5943,2015-11-06
14.8701,16.9029,27.9314,36.4049,24.4852,2015-11-09
14.8709,16.9214,27.9813,36.4986,24.3963,2015-11-10
14.8727,16.9148,27.5056,35.5872,24.402,2015-11-12
14.8735,16.9446,27.1978,35.3347,24.1703,2015-11-13
14.8762,16.95,27.6079,35.6648,24.2921,2015-11-16
14.877,16.9654,27.5776,35.5832,24.4762,2015-11-17
14.8779,16.9631,28.0252,36.1529,24.6264,2015-11-18
14.8788,16.985,27.9955,36.0458,24.8182,2015-11-19
14.8796,16.9706,28.1065,36.2096,24.7805,2015-11-20
14.8822,16.9784,28.0729,36.3216,24.6298,2015-11-23
14.8831,16.9823,28.108,36.5184,24.4933,2015-11-24
14.884,16.9893,28.1079,36.7146,24.5782,2015-11-25
14.8857,16.9947,28.1307,36.8239,24.6648,2015-11-27
14.8883,17.0057,28.0019,36.6689,24.5938,2015-11-30
14.8892,17.0617,28.3031,36.9242,24.776,2015-12-01
14.8901,17.0502,27.9991,36.5488,24.695,2015-12-02
14.891,16.9251,27.5978,35.9447,24.5893,2015-12-03
14.8918,16.9757,28.1638,36.3422,24.6329,2015-12-04
14.8945,17.021,27.9701,35.8494,24.5005,2015-12-07
14.8953,16.9979,27.7901,35.6688,24.1537,2015-12-08
14.8962,17.0194,27.5768,35.3009,24.2056,2015-12-09
14.8971,16.9908,27.6422,35.4226,24.0947,2015-12-10
14.8979,17.0578,27.1097,34.7214,23.6444,2015-12-11
14.9006,16.9775,27.2403,34.5033,23.5322,2015-12-14
14.9015,16.9483,27.531,34.9541,23.6595,2015-12-15
14.9023,16.932,27.9327,35.4711,24.1385,2015-12-16
14.9032,16.9751,27.5157,35.0221,24.0177,2015-12-17
14.9041,16.9983,27.0266,34.6047,23.8359,2015-12-18
14.9067,16.9971,27.2413,34.8034,23.7743,2015-12-21
14.9076,16.9607,27.4848,35.0903,23.8679,2015-12-22
14.9084,16.9421,27.8272,35.5749,24.3623,2015-12-23
14.9093,16.9596,27.7831,35.6084,24.3272,2015-12-24
14.9128,16.9799,27.723,35.4625,24.2816,2015-12-28
14.9137,16.915,28.0236,35.8047,24.4757,2015-12-29
14.9146,16.9249,27.8239,35.5126,24.4184,2015-12-30
14.9154,16.9549,27.5622,35.2356,24.0952,2015-12-31
14.9189,16.9765,27.1472,34.6186,23.631,2016-01-04
14.9199,16.9744,27.202,34.647,23.5576,2016-01-05
14.9208,17.0348,26.8551,34.1067,23.3206,2016-01-06
14.9217,17.0484,26.2188,33.177,22.9324,2016-01-07
14.9226,17.0663,25.9348,32.7101,22.5568,2016-01-08
14.9254,17.0491,25.9571,32.5205,22.6278,2016-01-11
14.9263,17.1068,26.1594,32.6053,22.6922,2016-01-12
14.9272,17.1164,25.5099,31.5979,22.458,2016-01-13
14.9282,17.0809,25.9365,31.987,22.6033,2016-01-14
14.9291,17.1256,25.3777,31.4042,21.9039,2016-01-15
14.9328,17.133,25.391,31.0528,22.1261,2016-01-19
14.9337,17.1417,25.0985,30.9839,21.4586,2016-01-20
14.9346,17.1159,25.2294,30.9826,21.6702,2016-01-21
14.9355,17.1069,25.7413,31.7509,22.1752,2016-01-22
14.9383,17.1216,25.339,31.0796,22.0172,2016-01-25
14.9392,17.1418,25.6976,31.7201,22.3768,2016-01-26
14.9402,17.1379,25.4201,31.2914,22.4208,2016-01-27
14.9411,17.1509,25.5626,31.2149,22.2699,2016-01-28
14.9439,17.2071,26.1963,32.1616,22.7409,2016-01-29
14.9448,17.1594,26.185,32.1792,22.7017,2016-02-01
14.9455,17.2361,25.6976,31.4258,22.2309,2016-02-02
14.9463,17.2204,25.8348,31.5609,22.3293,2016-02-03
14.947,17.2333,25.8789,31.7752,22.4166,2016-02-04
14.9477,17.241,25.4024,30.8387,22.167,2016-02-05
14.95,17.3142,25.0457,30.1145,21.6558,2016-02-08
14.9508,17.3064,25.0341,29.9402,21.4463,2016-02-09
14.9515,17.3274,25.0378,30.0193,21.4002,2016-02-10
14.9523,17.3481,24.7348,29.6392,21.053,2016-02-11
14.953,17.2698,25.2199,30.2349,21.3697,2016-02-12
14.9561,17.2606,25.6448,30.9643,21.7959,2016-02-16
14.9569,17.2343,26.0707,31.5643,22.1939,2016-02-17
14.9576,17.29,25.9509,31.4281,22.226,2016-02-18
14.9583,17.296,25.9538,31.5006,22.06,2016-02-19
14.9607,17.2929,26.3282,31.9506,22.2883,2016-02-22
14.9614,17.3125,26.0026,31.6396,21.9771,2016-02-23
14.9621,17.3122,26.1198,31.8719,21.8461,2016-02-24
14.9629,17.3519,26.4224,32.2277,22.1536,2016-02-25
14.9636,17.2994,26.3757,32.4338,22.0988,2016-02-26
14.9659,17.3246,26.1642,32.3234,22.1002,2016-02-29
14.9667,17.2611,26.7895,33.0137,22.5466,2016-03-01
14.9674,17.2659,26.904,33.347,22.6372,2016-03-02
14.9681,17.2935,27.0009,33.6958,22.8848,2016-03-03
14.9688,17.263,27.0905,33.8737,23.128,2016-03-04
14.971,17.2608,27.1166,34.1277,23.0425,2016-03-07
14.9717,17.3157,26.8174,33.3871,22.8321,2016-03-08
14.9724,17.2774,26.9574,33.5542,22.9376,2016-03-09
14.9731,17.2647,26.9632,33.3623,22.9039,2016-03-10
14.9738,17.2481,27.4127,34.0967,23.3699,2016-03-11
14.976,17.2769,27.38,33.9933,23.482,2016-03-14
14.9767,17.2782,27.3305,33.586,23.27,2016-03-15
14.9774,17.3096,27.4854,33.8933,23.45,2016-03-16
14.9781,17.3504,27.6669,34.3014,23.6475,2016-03-17
14.9788,17.3819,27.7886,34.5472,23.6071,2016-03-18
14.9809,17.3448,27.8166,34.5418,23.5072,2016-03-21
14.9816,17.3437,27.7967,34.5659,23.534,2016-03-22
14.9824,17.3997,27.6193,33.9884,23.3596,2016-03-23
14.9831,17.3762,27.609,34.0656,23.0404,2016-03-24
14.9859,17.3963,27.6242,34.0965,23.2119,2016-03-28
14.9867,17.4503,27.8737,34.7898,23.4925,2016-03-29
14.9874,17.4438,27.9977,34.8558,23.6766,2016-03-30
14.9881,17.4856,27.9408,34.988,23.5561,2016-03-31
14.9888,17.4806,28.118,35.1239,23.1823,2016-04-01
14.9909,17.4956,28.0339,34.8682,23.2083,2016-04-04
14.9916,17.5372,27.7497,34.5158,22.7632,2016-04-05
14.9923,17.5169,28.0514,34.945,23.0396,2016-04-06
14.993,17.5696,27.7164,34.4933,22.7568,2016-04-07
14.9937,17.5552,27.7938,34.6534,23.2018,2016-04-08
14.9959,17.5499,27.7176,34.5503,23.1858,2016-04-11
14.9966,17.5134,27.9865,34.8771,23.5129,2016-04-12
14.9973,17.5367,28.2717,35.5393,23.8101,2016-04-13
14.998,17.5294,28.2794,35.4696,24.0492,2016-04-14
14.9987,17.5576,28.2516,35.5478,24.041,2016-04-15
15.0008,17.5451,28.4368,35.7377,24.1196,2016-04-18
15.0015,17.5468,28.5246,35.8281,24.474,2016-04-19
15.0022,17.4987,28.548,35.876,24.5154,2016-04-20
15.0029,17.4925,28.4003,35.6896,24.543,2016-04-21
15.0036,17.4855,28.4019,35.9801,24.3566,2016-04-22
15.0058,17.4763,28.3506,35.7753,24.31,2016-04-25
15.0065,17.4589,28.4037,36.0868,24.3475,2016-04-26
15.0072,17.5121,28.4526,36.2042,24.301,2016-04-27
15.0079,17.5327,28.1919,35.8102,24.1319,2016-04-28
15.0093,17.5566,28.0492,35.5944,24.0022,2016-04-29
15.0108,17.5192,28.2685,35.8864,24.1804,2016-05-02
15.0115,17.5717,28.0242,35.3241,23.9282,2016-05-03
15.0122,17.578,27.8639,35.089,23.635,2016-05-04
15.0129,17.6089,27.8637,34.9583,23.5629,2016-05-05
15.0136,17.5871,27.9561,35.1235,23.5376,2016-05-06
15.0157,17.6027,27.9774,35.1839,23.5284,2016-05-09
15.0164,17.6067,28.327,35.5744,23.7721,2016-05-10
15.0171,17.6272,28.071,35.1956,23.7794,2016-05-11
15.0178,17.6098,28.069,35.0494,23.6674,2016-05-12
15.0185,17.6375,27.8336,34.826,23.4771,2016-05-13
15.0207,17.5992,28.109,35.2164,23.5736,2016-05-16
15.0214,17.5933,27.8531,34.8209,23.5352,2016-05-17
15.0221,17.493,27.8627,34.8636,23.532,2016-05-18
15.0228,17.5294,27.7601,34.6492,23.3391,2016-05-19
15.0235,17.5368,27.9314,35.1407,23.5531,2016-05-20
15.0256,17.5304,27.8742,35.0887,23.4904,2016-05-23
15.0263,17.5301,28.2565,35.693,23.8052,2016-05-24
15.027,17.514,28.455,35.9241,23.9684,2016-05-25
15.0277,17.5617,28.4534,35.8625,24.0931,2016-05-26
15.0284,17.5527,28.5802,36.1346,24.0785,2016-05-27
15.0313,17.5703,28.5534,36.2385,24.0673,2016-05-31
15.032,17.5538,28.5907,36.4482,23.952,2016-06-01
15.0328,17.5838,28.6748,36.7162,23.8634,2016-06-02
15.0335,17.6722,28.5917,36.517,24.1212,2016-06-03
15.0359,17.6685,28.7324,36.8499,24.2146,2016-06-06
15.0366,17.67,28.7701,36.9661,24.4467,2016-06-07
15.0374,17.6864,28.8713,37.1535,24.5064,2016-06-08
15.0381,17.713,28.823,36.9546,24.202,2016-06-09
15.0389,17.7392,28.5592,36.3681,23.5061,2016-06-10
15.0412,17.7538,28.3357,36.0267,23.1309,2016-06-13
15.042,17.7468,28.2868,35.9079,22.7745,2016-06-14
15.0428,17.7659,28.2371,35.9909,22.9713,2016-06-15
15.0435,17.7898,28.3303,35.9425,22.9307,2016-06-16
15.0443,17.7503,28.2374,35.9012,23.0561,2016-06-17
15.0466,17.7281,28.402,36.2896,23.8973,2016-06-20
15.0474,17.7112,28.4817,36.248,23.9852,2016-06-21
15.0481,17.7206,28.435,36.1225,24.0214,2016-06-22
15.0489,17.6869,28.8155,36.7835,24.6,2016-06-23
15.0497,17.7875,27.7791,35.3053,22.6615,2016-06-24
15.052,17.8833,27.2773,34.2272,21.9926,2016-06-27
15.0527,17.8891,27.7685,34.9063,22.6477,2016-06-28
15.0535,17.8894,28.2455,35.6309,23.05,2016-06-29
15.0543,17.8874,28.6282,36.1915,23.2664,2016-06-30
15.055,17.9247,28.6895,36.3403,23.4437,2016-07-01
15.0575,18.0137,28.4949,35.8587,22.9871,2016-07-05
15.0581,17.9958,28.6577,36.0818,22.8891,2016-07-06
15.0587,18.0084,28.6355,36.1794,22.9044,2016-07-07
15.0593,18.0309,29.0721,36.8973,23.1796,2016-07-08
15.0612,17.994,29.1715,37.1728,23.4222,2016-07-11
15.0618,17.9448,29.3761,37.5739,23.8382,2016-07-12
15.0624,17.9862,29.3827,37.4698,23.8165,2016-07-13
15.063,17.9393,29.5379,37.5442,23.9413,2016-07-14
15.0636,17.8918,29.5104,37.5852,23.8799,2016-07-15
15.0654,17.8998,29.582,37.6637,23.9177,2016-07-18
15.066,17.9224,29.5404,37.5152,23.781,2016-07-19
15.0667,17.9051,29.6703,37.7917,23.928,2016-07-20
15.0673,17.9159,29.5636,37.6491,23.9798,2016-07-21
15.0679,17.9141,29.6983,37.8974,23.8782,2016-07-22
15.0697,17.9085,29.6091,37.7969,23.902,2016-07-25
15.0703,17.91,29.6196,38.0036,23.9539,2016-07-26
15.0709,17.9514,29.5853,37.9377,24.027,2016-07-27
15.0715,17.9534,29.6354,38.0222,23.9991,2016-07-28
15.0734,18.0017,29.6841,38.1467,24.4466,2016-07-29
15.074,17.964,29.6464,38.0724,24.2129,2016-08-01
15.0746,17.9262,29.4587,37.6034,24.1872,2016-08-02
15.0752,17.9243,29.5598,37.8893,23.9358,2016-08-03
15.0758,17.968,29.5737,37.9101,24.0883,2016-08-04
15.0764,17.907,29.8287,38.2609,24.1169,2016-08-05
15.0783,17.9165,29.8044,38.2548,24.258,2016-08-08
15.0789,17.9575,29.8173,38.3075,24.5462,2016-08-09
15.0795,17.9926,29.7429,38.1119,24.6152,2016-08-10
15.0801,17.9334,29.8876,38.264,24.7651,2016-08-11
15.0807,17.9821,29.8653,38.2537,24.8043,2016-08-12
15.0826,17.9548,29.9523,38.5741,24.806,2016-08-15
15.0832,17.9388,29.7937,38.2419,24.7132,2016-08-16
15.0838,17.9587,29.8566,38.156,24.6778,2016-08-17
15.0844,17.9857,29.923,38.3938,24.7781,2016-08-18
15.085,17.9501,29.8841,38.374,24.6606,2016-08-19
15.0869,17.9885,29.868,38.4543,24.6966,2016-08-22
